timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-02-17 16:01,0.9421,"[0.6159, 0.8754, 0.9067, 0.9145, 0.9258, 0.9247, 0.9333, 0.9362, 0.9322, 0.9392, 0.94, 0.9373, 0.9395, 0.944, 0.9428]",5.0,0.001,0.84,1.0,128,0.01,10,0.5
timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-02-17 16:24,0.8747,"[0.1482, 0.4469, 0.6067, 0.5684, 0.6952, 0.7197, 0.7171, 0.7398, 0.8324, 0.8433, 0.8915, 0.8476, 0.8184, 0.8984, 0.9073]",5.0,0.001,0.88,1.0,128,0.01,10,0.5
timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-03-02 21:00,0.8585,"[0.1051, 0.4212, 0.6216, 0.5891, 0.7146, 0.4543, 0.6755, 0.7496, 0.7705, 0.8547, 0.8607, 0.8508, 0.8139, 0.8977, 0.8638]",5.0,0.001,0.89,1.0,128,0.01,10,0.5
timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-03-02 21:53,0.8585,"[0.1051, 0.4212, 0.6216, 0.5891, 0.7146, 0.4543, 0.6755, 0.7496, 0.7705, 0.8547, 0.8607, 0.8508, 0.8139, 0.8977, 0.8638]",5.0,0.001,0.89,1.0,128,0.01,10,0.5
timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-03-03 22:54,0.8585,"[0.1051, 0.4212, 0.6216, 0.5891, 0.7146, 0.4543, 0.6755, 0.7496, 0.7705, 0.8547, 0.8607, 0.8508, 0.8139, 0.8977, 0.8638]",5.0,0.001,0.89,1.0,128,0.01,10,0.5
timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-03-04 14:03,0.9428,"[0.3993, 0.8773, 0.9088, 0.9158, 0.922, 0.9299, 0.9325, 0.9347, 0.9389, 0.9262, 0.9438, 0.9373, 0.9416, 0.9423, 0.9445]",5.0,0.001,0.84,1.0,128,0.01,10,0.5
