timestamp,mean_pref(last5),e,d,nm,norm,bs,lr,pref
2025-02-14 13:32,0.72128,{'ThreeLevels-0'},0.0001,4.86328125,1.0,46,0.005,"[0.626, 0.6339, 0.6417, 0.6457, 0.6457, 0.6457, 0.6496, 0.6496, 0.6535, 0.6575, 0.6535, 0.6535, 0.6535, 0.6614, 0.6575, 0.6614, 0.6693, 0.6732, 0.6811, 0.685, 0.685, 0.685, 0.689, 0.689, 0.689, 0.6929, 0.689, 0.689, 0.685, 0.6811, 0.685, 0.689, 0.6929, 0.6929, 0.6969, 0.7008, 0.7008, 0.7008, 0.7087, 0.7047, 0.7126, 0.7126, 0.7165, 0.7165, 0.7205, 0.7205, 0.7205, 0.7244, 0.7244, 0.7244, 0.7244, 0.7165, 0.7165, 0.7165, 0.7165, 0.7165, 0.7205, 0.7165, 0.7126, 0.7165, 0.7126, 0.7126, 0.7126, 0.7126, 0.7126, 0.7126, 0.7165, 0.7126, 0.7126, 0.7165, 0.7165, 0.7165, 0.7165, 0.7165, 0.7205, 0.7205, 0.7244, 0.7205, 0.7205, 0.7205, 0.7165, 0.7165, 0.7165, 0.7165, 0.7165, 0.7165, 0.7126, 0.7126, 0.7126, 0.7165, 0.7165, 0.7165, 0.7165, 0.7165, 0.7205, 0.7205, 0.7205, 0.7205, 0.7244, 0.7205]"
2025-02-14 13:32,0.72752,{'BoundedPareto-0'},0.0001,4.86328125,1.0,29,0.005,"[0.6299, 0.6378, 0.6417, 0.6417, 0.6417, 0.6417, 0.6339, 0.6378, 0.6378, 0.6417, 0.6417, 0.6535, 0.6614, 0.6654, 0.6654, 0.6693, 0.6732, 0.6732, 0.6732, 0.6693, 0.6693, 0.6693, 0.6732, 0.6732, 0.6732, 0.6732, 0.6732, 0.6772, 0.685, 0.685, 0.689, 0.689, 0.689, 0.685, 0.685, 0.6811, 0.685, 0.685, 0.6811, 0.685, 0.689, 0.689, 0.689, 0.689, 0.6929, 0.6969, 0.6969, 0.6929, 0.6969, 0.6969, 0.6969, 0.6969, 0.6969, 0.6969, 0.6969, 0.6969, 0.6969, 0.7008, 0.7008, 0.7008, 0.7008, 0.7008, 0.6969, 0.6969, 0.6969, 0.7008, 0.7008, 0.7008, 0.7008, 0.7008, 0.7008, 0.7008, 0.7008, 0.7008, 0.7008, 0.7047, 0.7047, 0.7047, 0.7047, 0.7047, 0.7087, 0.7126, 0.7126, 0.7165, 0.7165, 0.7165, 0.7165, 0.7165, 0.7165, 0.7165, 0.7205, 0.7205, 0.7244, 0.7244, 0.7283, 0.7283, 0.7244, 0.7283, 0.7283, 0.7283]"
2025-02-14 13:32,0.6969,{'BoundedMixGauss-0'},0.0001,4.86328125,1.0,48,0.005,"[0.6299, 0.6339, 0.6378, 0.6417, 0.6417, 0.6457, 0.6457, 0.6417, 0.6417, 0.6417, 0.6496, 0.6535, 0.6614, 0.6614, 0.6614, 0.6614, 0.6614, 0.6614, 0.6614, 0.6654, 0.6654, 0.6693, 0.6693, 0.6654, 0.6654, 0.6614, 0.6614, 0.6654, 0.6614, 0.6614, 0.6575, 0.6614, 0.6654, 0.6654, 0.6614, 0.6614, 0.6575, 0.6575, 0.6654, 0.6654, 0.6654, 0.6693, 0.6732, 0.6732, 0.6772, 0.6772, 0.6811, 0.6811, 0.6811, 0.6811, 0.6772, 0.6811, 0.6811, 0.6811, 0.6811, 0.685, 0.685, 0.685, 0.685, 0.685, 0.685, 0.685, 0.685, 0.685, 0.685, 0.685, 0.685, 0.689, 0.689, 0.689, 0.689, 0.6969, 0.6969, 0.6969, 0.6969, 0.6969, 0.6929, 0.6929, 0.6929, 0.6929, 0.6929, 0.6929, 0.6929, 0.6929, 0.6929, 0.6929, 0.6929, 0.6929, 0.6969, 0.6969, 0.6929, 0.6929, 0.6929, 0.6929, 0.6929, 0.6969, 0.6969, 0.6969, 0.6969, 0.6969]"
