perf,Performance,e,d,nm,norm,bs,seed
"[0.4331, 0.4528, 0.4606, 0.4646, 0.4843, 0.5079, 0.4961, 0.5079, 0.5315, 0.5591, 0.5551, 0.5512, 0.5472, 0.5787, 0.5827]",0.5695,BoundedPareto-0-Dropout,0.0001,13.32,1.0,2,45
"[0.4567, 0.5197, 0.5472, 0.5827, 0.6299, 0.6732, 0.6732, 0.689, 0.7087, 0.7402, 0.7402, 0.7402, 0.7441, 0.7362, 0.7441]",0.7415,BoundedMixGauss-0-Ours,0.0001,13.32,1.0,15,45
"[0.4291, 0.4528, 0.4567, 0.4606, 0.4882, 0.5079, 0.5079, 0.5079, 0.5276, 0.5472, 0.5591, 0.5512, 0.5591, 0.5787, 0.6063]",0.5814,BoundedMixGauss-0-StrongForAll,0.0001,13.32,1.0,78,45
"[0.4291, 0.4685, 0.4685, 0.4921, 0.5, 0.5394, 0.5472, 0.5591, 0.5748, 0.6024, 0.5984, 0.6102, 0.6102, 0.6378, 0.6339]",0.6273,BoundedMixGauss-0-Dropout,0.0001,13.32,1.0,3,45
"[0.6693, 0.7008, 0.7402, 0.7362, 0.748, 0.752, 0.7441, 0.748, 0.752, 0.748, 0.748, 0.7441, 0.7441, 0.7362, 0.7283]",0.7362,PrivacyFree,,,,16,46
"[0.563, 0.6417, 0.6772, 0.7047, 0.7047, 0.7205, 0.7402, 0.7402, 0.7441, 0.7559, 0.7598, 0.752, 0.7559, 0.7638, 0.7559]",0.7585,ThreeLevels-0-Ours,0.0001,13.32,1.0,13,46
"[0.5236, 0.5472, 0.5669, 0.563, 0.5551, 0.5827, 0.6024, 0.6181, 0.6142, 0.6378, 0.626, 0.6339, 0.6339, 0.6535, 0.6417]",0.643,ThreeLevels-0-StrongForAll,0.0001,13.32,1.0,78,46
"[0.5354, 0.563, 0.6063, 0.6102, 0.6339, 0.6378, 0.6535, 0.6614, 0.6732, 0.6969, 0.689, 0.6969, 0.7008, 0.7087, 0.7126]",0.7074,ThreeLevels-0-Dropout,0.0001,13.32,1.0,3,46
"[0.5394, 0.5827, 0.6142, 0.6299, 0.6378, 0.6614, 0.6811, 0.685, 0.7126, 0.7205, 0.7165, 0.7244, 0.7205, 0.7165, 0.7205]",0.7192,BoundedPareto-0-Ours,0.0001,13.32,1.0,3,46
"[0.5236, 0.5472, 0.5669, 0.563, 0.5551, 0.5827, 0.6024, 0.6181, 0.6142, 0.6378, 0.626, 0.6339, 0.6339, 0.6535, 0.6417]",0.643,BoundedPareto-0-StrongForAll,0.0001,13.32,1.0,78,46
"[0.5236, 0.5472, 0.563, 0.563, 0.5551, 0.5748, 0.5906, 0.6181, 0.6181, 0.6339, 0.6339, 0.6339, 0.6339, 0.6535, 0.6496]",0.6457,BoundedPareto-0-Dropout,0.0001,13.32,1.0,2,46
"[0.563, 0.6575, 0.6654, 0.6811, 0.689, 0.7047, 0.7205, 0.7323, 0.7402, 0.7362, 0.7402, 0.7441, 0.7441, 0.7441, 0.752]",0.7467,BoundedMixGauss-0-Ours,0.0001,13.32,1.0,13,46
"[0.5236, 0.5472, 0.5669, 0.563, 0.5551, 0.5827, 0.6024, 0.6181, 0.6142, 0.6378, 0.626, 0.6339, 0.6339, 0.6535, 0.6417]",0.643,BoundedMixGauss-0-StrongForAll,0.0001,13.32,1.0,78,46
"[0.5315, 0.563, 0.5827, 0.5984, 0.5906, 0.6339, 0.6535, 0.6535, 0.6732, 0.689, 0.6811, 0.6772, 0.6969, 0.7087, 0.7047]",0.7034,BoundedMixGauss-0-Dropout,0.0001,13.32,1.0,4,46
